word,phonetic,part_of_speech,meaning,difficulty,category
compliment,/ˈkɒmplɪmənt/,n.,赞美；恭维；v. 称赞,medium,CET6
comply,/kəmˈplaɪ/,v.,遵从；服从,medium,CET6
comprehensive,/ˌkɒmprɪˈhensɪv/,adj.,全面的；综合的,medium,CET6
compromise,/ˈkɒmprəmaɪz/,n.,妥协；v. 妥协；危及,medium,CET6
conceal,/kənˈsiːl/,v.,隐藏；隐瞒,medium,CET6
concede,/kənˈsiːd/,v.,承认；让步,medium,CET6
conceive,/kənˈsiːv/,v.,构想；怀孕；认为,medium,CET6
concession,/kənˈseʃn/,n.,让步；特许权,medium,CET6
condemn,/kənˈdem/,v.,谴责；判刑,medium,CET6
condense,/kənˈdens/,v.,压缩；凝结,medium,CET6
confess,/kənˈfes/,v.,承认；坦白,medium,CET6
confidential,/ˌkɒnfɪˈdenʃl/,adj.,机密的；保密的,medium,CET6
configuration,/kənˌfɪɡəˈreɪʃn/,n.,配置；布局,medium,CET6
confront,/kənˈfrʌnt/,v.,面对；对抗,medium,CET6
congress,/ˈkɒŋɡres/,n.,国会；代表大会,medium,CET6
conscientious,/ˌkɒnʃiˈenʃəs/,adj.,认真负责的,medium,CET6
consecutive,/kənˈsekjətɪv/,adj.,连续的；连贯的,medium,CET6
consensus,/kənˈsensəs/,n.,共识；一致意见,medium,CET6
conserve,/kənˈsɜːv/,v.,保护；节约,medium,CET6
consolidate,/kənˈsɒlɪdeɪt/,v.,巩固；合并,medium,CET6
conspicuous,/kənˈspɪkjuəs/,adj.,显眼的；明显的,medium,CET6
constrain,/kənˈstreɪn/,v.,限制；约束,medium,CET6
consultant,/kənˈsʌltənt/,n.,顾问；咨询师,medium,CET6
contaminate,/kənˈtæmɪneɪt/,v.,污染；弄脏,medium,CET6
contemplate,/ˈkɒntəmpleɪt/,v.,沉思；考虑,medium,CET6
contempt,/kənˈtempt/,n.,轻视；蔑视,medium,CET6
contend,/kənˈtend/,v.,竞争；主张；斗争,medium,CET6
controversial,/ˌkɒntrəˈvɜːʃl/,adj.,有争议的,medium,CET6
converge,/kənˈvɜːdʒ/,v.,汇聚；集中,medium,CET6
copyright,/ˈkɒpiraɪt/,n.,版权；著作权,medium,CET6
cordial,/ˈkɔːdiəl/,adj.,热情友好的,medium,CET6
corporate,/ˈkɔːpərət/,adj.,公司的；法人的,medium,CET6
correlate,/ˈkɒrəleɪt/,v.,相关；使相关联,medium,CET6
corrode,/kəˈrəʊd/,v.,腐蚀；侵蚀,medium,CET6
counsel,/ˈkaʊnsl/,n.,建议；法律顾问；v. 劝告,medium,CET6
counterpart,/ˈkaʊntəpɑːt/,n.,对应的人或物,medium,CET6
credible,/ˈkredəbl/,adj.,可信的；可靠的,medium,CET6
criterion,/kraɪˈtɪəriən/,n.,标准；准则,medium,CET6
cruise,/kruːz/,n.,巡航；乘船游览；v. 巡航,medium,CET6
culminate,/ˈkʌlmɪneɪt/,v.,达到顶点；以……告终,medium,CET6
curb,/kɜːb/,v.,抑制；控制；n. 路边,medium,CET6
cynical,/ˈsɪnɪkl/,adj.,愤世嫉俗的；怀疑的,medium,CET6
dazzle,/ˈdæzl/,v.,使目眩；使惊叹,medium,CET6
deadlock,/ˈdedlɒk/,n.,僵局；v. 使陷入僵局,medium,CET6
decent,/ˈdiːsnt/,adj.,体面的；正派的；相当好的,medium,CET6
dedicate,/ˈdedɪkeɪt/,v.,奉献；致力于,medium,CET6
deduce,/dɪˈdjuːs/,v.,推断；演绎,medium,CET6
deem,/diːm/,v.,认为；视为,medium,CET6
deficiency,/dɪˈfɪʃnsi/,n.,缺乏；不足；缺陷,medium,CET6
deficit,/ˈdefɪsɪt/,n.,赤字；亏损,medium,CET6
defy,/dɪˈfaɪ/,v.,违抗；藐视；挑战,medium,CET6
degrade,/dɪˈɡreɪd/,v.,贬低；降级；退化,medium,CET6
delegate,/ˈdelɪɡət/,n.,代表；v. 委派,medium,CET6
demolish,/dɪˈmɒlɪʃ/,v.,拆毁；推翻,medium,CET6
dense,/dens/,adj.,密集的；浓密的,medium,CET6
denounce,/dɪˈnaʊns/,v.,谴责；告发,medium,CET6
depict,/dɪˈpɪkt/,v.,描绘；描述,medium,CET6
deport,/dɪˈpɔːt/,v.,驱逐出境,medium,CET6
deprive,/dɪˈpraɪv/,v.,剥夺；使丧失,medium,CET6
descend,/dɪˈsend/,v.,下降；下来；起源,medium,CET6
designate,/ˈdezɪɡneɪt/,v.,指定；任命,medium,CET6
despise,/dɪˈspaɪz/,v.,鄙视；看不起,medium,CET6
deteriorate,/dɪˈtɪəriəreɪt/,v.,恶化；变坏,medium,CET6
deviate,/ˈdiːvieɪt/,v.,偏离；背离,medium,CET6
devise,/dɪˈvaɪz/,v.,设计；发明,medium,CET6
diagnose,/ˈdaɪəɡnəʊz/,v.,诊断；判断,medium,CET6
dictate,/dɪkˈteɪt/,v.,口述；命令；支配,medium,CET6
differentiate,/ˌdɪfəˈrenʃieɪt/,v.,区分；使有差异,medium,CET6
diffuse,/dɪˈfjuːz/,v.,扩散；传播；adj. 散开的,medium,CET6
diminish,/dɪˈmɪnɪʃ/,v.,减少；减弱；贬低,medium,CET6
diplomatic,/ˌdɪpləˈmætɪk/,adj.,外交的；圆滑的,medium,CET6
disable,/dɪsˈeɪbl/,v.,使残废；使无效,medium,CET6
disclose,/dɪsˈkləʊz/,v.,披露；透露,medium,CET6
discord,/ˈdɪskɔːd/,n.,不和；不一致,medium,CET6
discrimination,/dɪˌskrɪmɪˈneɪʃn/,n.,歧视；辨别,medium,CET6
disguise,/dɪsˈɡaɪz/,v.,伪装；n. 伪装,medium,CET6
dismay,/dɪsˈmeɪ/,n.,沮丧；v. 使沮丧,medium,CET6
dispatch,/dɪˈspætʃ/,v.,派遣；发送；n. 派遣,medium,CET6
disperse,/dɪˈspɜːs/,v.,驱散；散开,medium,CET6
displace,/dɪsˈpleɪs/,v.,取代；使离开,medium,CET6
disposition,/ˌdɪspəˈzɪʃn/,n.,性情；倾向；布置,medium,CET6
disrupt,/dɪsˈrʌpt/,v.,扰乱；中断,medium,CET6
dissolve,/dɪˈzɒlv/,v.,溶解；解散；消除,medium,CET6
distort,/dɪˈstɔːt/,v.,扭曲；歪曲,medium,CET6
divert,/daɪˈvɜːt/,v.,转移；使改道,medium,CET6
dividend,/ˈdɪvɪdend/,n.,股息；红利；回报,medium,CET6
doctrine,/ˈdɒktrɪn/,n.,教义；学说；原则,medium,CET6
domain,/dəˈmeɪn/,n.,领域；域名；领土,medium,CET6
dominant,/ˈdɒmɪnənt/,adj.,占优势的；主导的,medium,CET6
donor,/ˈdəʊnər/,n.,捐赠者；供血者,medium,CET6
drain,/dreɪn/,v.,排干；耗尽；n. 排水管,medium,CET6
dread,/dred/,v.,恐惧；担心；n. 恐惧,medium,CET6
drought,/draʊt/,n.,干旱；旱灾,medium,CET6
dual,/ˈdjuːəl/,adj.,双重的；双的,medium,CET6
duplicate,/ˈdjuːplɪkeɪt/,v.,复制；n. 副本,medium,CET6
dwell,/dwel/,v.,居住；细想；停留,medium,CET6
eccentric,/ɪkˈsentrɪk/,adj.,古怪的；n. 怪人,medium,CET6
echo,/ˈekəʊ/,n.,回声；v. 回响；附和,medium,CET6
ecology,/iˈkɒlədʒi/,n.,生态学；生态,medium,CET6
edible,/ˈedəbl/,adj.,可食用的,medium,CET6
elaborate,/ɪˈlæbərət/,adj.,精心制作的；v. 详细说明,medium,CET6
elapse,/ɪˈlæps/,v.,（时间）流逝,medium,CET6
elastic,/ɪˈlæstɪk/,adj.,有弹性的；n. 橡皮筋,medium,CET6
elite,/eɪˈliːt/,n.,精英；上层人士,medium,CET6
eloquent,/ˈeləkwənt/,adj.,雄辩的；有说服力的,medium,CET6
embark,/ɪmˈbɑːk/,v.,上船；着手；从事,medium,CET6
embed,/ɪmˈbed/,v.,嵌入；植入,medium,CET6
embody,/ɪmˈbɒdi/,v.,体现；包含,medium,CET6
eminent,/ˈemɪnənt/,adj.,杰出的；显赫的,medium,CET6
empirical,/ɪmˈpɪrɪkl/,adj.,经验主义的；实证的,medium,CET6
enclose,/ɪnˈkləʊz/,v.,围住；附上,medium,CET6
encompass,/ɪnˈkʌmpəs/,v.,包含；包围,medium,CET6
endeavor,/ɪnˈdevər/,v.,努力；n. 努力,medium,CET6
endow,/ɪnˈdaʊ/,v.,捐赠；赋予,medium,CET6
endurance,/ɪnˈdjʊərəns/,n.,忍耐力；持久力,medium,CET6
energetic,/ˌenəˈdʒetɪk/,adj.,精力充沛的,medium,CET6
enforce,/ɪnˈfɔːs/,v.,执行；强制,medium,CET6
enroll,/ɪnˈrəʊl/,v.,注册；入学；入伍,medium,CET6
entitle,/ɪnˈtaɪtl/,v.,使有资格；给……命名,medium,CET6
entity,/ˈentəti/,n.,实体；存在,medium,CET6
entrepreneur,/ˌɒntrəprəˈnɜːr/,n.,企业家,medium,CET6
envisage,/ɪnˈvɪzɪdʒ/,v.,设想；展望,medium,CET6
epidemic,/ˌepɪˈdemɪk/,n.,流行病；adj. 流行性的,medium,CET6
episode,/ˈepɪsəʊd/,n.,插曲；一集；事件,medium,CET6
equate,/ɪˈkweɪt/,v.,等同；使相等,medium,CET6
equivalent,/ɪˈkwɪvələnt/,adj.,等价的；n. 等价物,medium,CET6
erode,/ɪˈrəʊd/,v.,侵蚀；腐蚀；削弱,medium,CET6
erupt,/ɪˈrʌpt/,v.,爆发；喷发,medium,CET6
escalate,/ˈeskəleɪt/,v.,升级；加剧,medium,CET6
esteem,/ɪˈstiːm/,n.,尊重；v. 尊重；认为,medium,CET6
eternal,/ɪˈtɜːnl/,adj.,永恒的；永久的,medium,CET6
ethics,/ˈeθɪks/,n.,道德；伦理,medium,CET6
evacuate,/ɪˈvækjueɪt/,v.,疏散；撤离,medium,CET6
evoke,/ɪˈvəʊk/,v.,唤起；引起,medium,CET6
exaggerate,/ɪɡˈzædʒəreɪt/,v.,夸大；夸张,medium,CET6
exceed,/ɪkˈsiːd/,v.,超过；超越,medium,CET6
exemplify,/ɪɡˈzemplɪfaɪ/,v.,例证；举例说明,medium,CET6
exempt,/ɪɡˈzempt/,v.,免除；adj. 被豁免的,medium,CET6
exert,/ɪɡˈzɜːt/,v.,施加；运用；努力,medium,CET6
exile,/ˈeksaɪl/,n.,流放；v. 放逐,medium,CET6
exotic,/ɪɡˈzɒtɪk/,adj.,异国情调的；奇异的,medium,CET6
expedition,/ˌekspəˈdɪʃn/,n.,远征；探险队,medium,CET6
expenditure,/ɪkˈspendɪtʃər/,n.,支出；花费,medium,CET6
expertise,/ˌekspɜːˈtiːz/,n.,专业知识；专门技能,medium,CET6
expire,/ɪkˈspaɪər/,v.,到期；失效；逝世,medium,CET6
explicit,/ɪkˈsplɪsɪt/,adj.,明确的；直言的,medium,CET6
exploit,/ɪkˈsplɔɪt/,v.,开发；利用；剥削,medium,CET6
extinct,/ɪkˈstɪŋkt/,adj.,灭绝的；绝迹的,medium,CET6
extract,/ɪkˈstrækt/,v.,提取；摘录；n. 提取物,medium,CET6
extravagant,/ɪkˈstrævəɡənt/,adj.,奢侈的；过度的,medium,CET6
fabricate,/ˈfæbrɪkeɪt/,v.,捏造；制造,medium,CET6
facet,/ˈfæsɪt/,n.,方面；小平面,medium,CET6
facilitate,/fəˈsɪlɪteɪt/,v.,促进；使便利,medium,CET6
feasible,/ˈfiːzəbl/,adj.,可行的；行得通的,medium,CET6
federation,/ˌfedəˈreɪʃn/,n.,联邦；联盟,medium,CET6
fertile,/ˈfɜːtaɪl/,adj.,肥沃的；能生育的；丰富的,medium,CET6
fiction,/ˈfɪkʃn/,n.,小说；虚构,medium,CET6
fixture,/ˈfɪkstʃər/,n.,固定装置；固定成员,medium,CET6
flare,/fleər/,v.,闪耀；突然发怒；n. 闪光,medium,CET6
flatter,/ˈflætər/,v.,奉承；使高兴,medium,CET6
flaw,/flɔː/,n.,缺陷；瑕疵,medium,CET6
fluctuate,/ˈflʌktʃueɪt/,v.,波动；起伏,medium,CET6
flush,/flʌʃ/,v.,脸红；冲洗；n. 脸红,medium,CET6
foam,/fəʊm/,n.,泡沫；v. 起泡沫,medium,CET6
forge,/fɔːdʒ/,v.,锻造；伪造；建立,medium,CET6
formidable,/ˈfɔːmɪdəbl/,adj.,可怕的；难对付的,medium,CET6
formulate,/ˈfɔːmjuleɪt/,v.,制定；阐述,medium,CET6
foster,/ˈfɒstər/,v.,培养；促进；收养,medium,CET6
fracture,/ˈfræktʃər/,n.,骨折；断裂；v. 破裂,medium,CET6
fragile,/ˈfrædʒaɪl/,adj.,脆弱的；易碎的,medium,CET6
fragment,/ˈfræɡmənt/,n.,碎片；片段,medium,CET6
frantic,/ˈfræntɪk/,adj.,狂乱的；疯狂的,medium,CET6
fraud,/frɔːd/,n.,欺诈；骗子,medium,CET6
friction,/ˈfrɪkʃn/,n.,摩擦；不和,medium,CET6
fulfill,/fʊlˈfɪl/,v.,履行；实现；满足,medium,CET6
furious,/ˈfjʊəriəs/,adj.,狂怒的；激烈的,medium,CET6
fuse,/fjuːz/,n.,保险丝；v. 熔合,medium,CET6
fusion,/ˈfjuːʒn/,n.,融合；核聚变,medium,CET6
gauge,/ɡeɪdʒ/,n.,计量器；v. 测量；评估,medium,CET6
gaze,/ɡeɪz/,v.,凝视；n. 注视,medium,CET6
gene,/dʒiːn/,n.,基因,medium,CET6
generalize,/ˈdʒenrəlaɪz/,v.,概括；推广,medium,CET6
genetic,/dʒəˈnetɪk/,adj.,基因的；遗传的,medium,CET6
geology,/dʒiˈɒlədʒi/,n.,地质学,medium,CET6
gigantic,/dʒaɪˈɡæntɪk/,adj.,巨大的；庞大的,medium,CET6
glare,/ɡleər/,v.,怒视；闪耀；n. 强光,medium,CET6
glide,/ɡlaɪd/,v.,滑行；滑翔,medium,CET6
gloomy,/ˈɡluːmi/,adj.,阴暗的；忧郁的,medium,CET6
gorgeous,/ˈɡɔːdʒəs/,adj.,华丽的；极好的,medium,CET6
gossip,/ˈɡɒsɪp/,n.,流言蜚语；v. 闲聊,medium,CET6
graze,/ɡreɪz/,v.,吃草；擦伤；n. 擦伤,medium,CET6
grease,/ɡriːs/,n.,油脂；v. 涂油,medium,CET6
grief,/ɡriːf/,n.,悲伤；悲痛,medium,CET6
grim,/ɡrɪm/,adj.,冷酷的；严峻的,medium,CET6
grin,/ɡrɪn/,v.,咧嘴笑；n. 露齿笑,medium,CET6
groan,/ɡrəʊn/,v.,呻吟；n. 呻吟声,medium,CET6
grope,/ɡrəʊp/,v.,摸索；搜寻,medium,CET6
guideline,/ˈɡaɪdlaɪn/,n.,指导方针；准则,medium,CET6
hamper,/ˈhæmpər/,v.,妨碍；阻碍,medium,CET6
harassment,/ˈhærəsmənt/,n.,骚扰；烦扰,medium,CET6
hardware,/ˈhɑːdweər/,n.,硬件；五金制品,medium,CET6
harmonious,/hɑːˈməʊniəs/,adj.,和谐的；和睦的,medium,CET6
harsh,/hɑːʃ/,adj.,严厉的；刺耳的；严酷的,medium,CET6
haul,/hɔːl/,v.,拖；拉；运送,medium,CET6
haunt,/hɔːnt/,v.,萦绕；常去；n. 常去之处,medium,CET6
havoc,/ˈhævək/,n.,大破坏；浩劫,medium,CET6
heal,/hiːl/,v.,治愈；愈合；和解,medium,CET6
heap,/hiːp/,n.,堆；v. 堆积,medium,CET6
heave,/hiːv/,v.,举起；起伏；呕吐,medium,CET6
heed,/hiːd/,v.,注意；留心；n. 注意,medium,CET6
heritage,/ˈherɪtɪdʒ/,n.,遗产；传统,medium,CET6
hierarchy,/ˈhaɪərɑːki/,n.,等级制度；层级,medium,CET6
hinder,/ˈhɪndər/,v.,阻碍；妨碍,medium,CET6
hinge,/hɪndʒ/,n.,铰链；v. 依靠；取决于,medium,CET6
hip,/hɪp/,n.,臀部；髋部,medium,CET6
historic,/hɪˈstɒrɪk/,adj.,历史性的；有历史意义的,medium,CET6
hitherto,/ˌhɪðəˈtuː/,adv.,迄今；到目前为止,medium,CET6
hoist,/hɔɪst/,v.,升起；吊起,medium,CET6
homogeneous,/ˌhɒməˈdʒiːniəs/,adj.,同质的；同类的,medium,CET6
hospitality,/ˌhɒspɪˈtæləti/,n.,好客；殷勤,medium,CET6
hostage,/ˈhɒstɪdʒ/,n.,人质,medium,CET6
hostile,/ˈhɒstaɪl/,adj.,敌对的；不友善的,medium,CET6
hover,/ˈhɒvər/,v.,盘旋；徘徊,medium,CET6
hum,/hʌm/,v.,哼唱；嗡嗡作响,medium,CET6
humanity,/hjuːˈmænəti/,n.,人类；人道；人文学科,medium,CET6
hysterical,/hɪˈsterɪkl/,adj.,歇斯底里的；情绪激动的,medium,CET6
ideology,/ˌaɪdiˈɒlədʒi/,n.,意识形态；思想体系,medium,CET6
ignite,/ɪɡˈnaɪt/,v.,点燃；引发,medium,CET6
illuminate,/ɪˈluːmɪneɪt/,v.,照亮；阐明,medium,CET6
illusion,/ɪˈluːʒn/,n.,幻觉；错觉,medium,CET6
immerse,/ɪˈmɜːs/,v.,沉浸；浸入,medium,CET6
immune,/ɪˈmjuːn/,adj.,免疫的；不受影响的,medium,CET6
impair,/ɪmˈpeər/,v.,损害；削弱,medium,CET6
impart,/ɪmˈpɑːt/,v.,传授；告知,medium,CET6
imperative,/ɪmˈperətɪv/,adj.,必要的；紧急的；n. 命令,medium,CET6
impetus,/ˈɪmpɪtəs/,n.,动力；推动力,medium,CET6
implicit,/ɪmˈplɪsɪt/,adj.,含蓄的；隐含的,medium,CET6
impulse,/ˈɪmpʌls/,n.,冲动；脉冲,medium,CET6
incentive,/ɪnˈsentɪv/,n.,激励；刺激,medium,CET6
incidence,/ˈɪnsɪdəns/,n.,发生率；影响范围,medium,CET6
incident,/ˈɪnsɪdənt/,n.,事件；事故,medium,CET6
incline,/ɪnˈklaɪn/,v.,倾向；倾斜；n. 斜坡,medium,CET6
incorporate,/ɪnˈkɔːpəreɪt/,v.,合并；包含；吸收,medium,CET6
incur,/ɪnˈkɜːr/,v.,招致；引起；遭受,medium,CET6
indignant,/ɪnˈdɪɡnənt/,adj.,愤慨的；义愤的,medium,CET6
indispensable,/ˌɪndɪˈspensəbl/,adj.,不可或缺的；必需的,medium,CET6
induce,/ɪnˈdjuːs/,v.,诱导；引起；劝诱,medium,CET6
indulge,/ɪnˈdʌldʒ/,v.,沉溺；纵容,medium,CET6
inertia,/ɪˈnɜːʃə/,n.,惯性；惰性,medium,CET6
inevitable,/ɪnˈevɪtəbl/,adj.,不可避免的,medium,CET6
inflict,/ɪnˈflɪkt/,v.,使遭受；施加,medium,CET6
ingenious,/ɪnˈdʒiːniəs/,adj.,巧妙的；有创造力的,medium,CET6
inherent,/ɪnˈhɪərənt/,adj.,固有的；内在的,medium,CET6
inhibit,/ɪnˈhɪbɪt/,v.,抑制；阻止,medium,CET6
initiative,/ɪˈnɪʃətɪv/,n.,主动性；倡议；措施,medium,CET6
inject,/ɪnˈdʒekt/,v.,注射；注入,medium,CET6
inland,/ˈɪnlənd/,adj.,内陆的；adv. 在内陆,medium,CET6
inlet,/ˈɪnlet/,n.,入口；水湾,medium,CET6
innumerable,/ɪˈnjuːmərəbl/,adj.,无数的；数不清的,medium,CET6
insane,/ɪnˈseɪn/,adj.,精神失常的；疯狂的,medium,CET6
insight,/ˈɪnsaɪt/,n.,洞察力；深刻见解,medium,CET6
inspiration,/ˌɪnspəˈreɪʃn/,n.,灵感；鼓舞人心的人或事,medium,CET6
instinct,/ˈɪnstɪŋkt/,n.,本能；直觉,medium,CET6
integral,/ˈɪntɪɡrəl/,adj.,不可或缺的；完整的,medium,CET6
integrate,/ˈɪntɪɡreɪt/,v.,整合；融入,medium,CET6
integrity,/ɪnˈteɡrəti/,n.,正直；完整；诚信,medium,CET6
intellect,/ˈɪntəlekt/,n.,智力；才智,medium,CET6
intensity,/ɪnˈtensəti/,n.,强度；强烈,medium,CET6
intervene,/ˌɪntəˈviːn/,v.,干预；介入,medium,CET6
intimidate,/ɪnˈtɪmɪdeɪt/,v.,恐吓；威胁,medium,CET6
intricate,/ˈɪntrɪkət/,adj.,错综复杂的,medium,CET6
intrigue,/ɪnˈtriːɡ/,v.,引起兴趣；n. 阴谋,medium,CET6
intuition,/ˌɪntjuˈɪʃn/,n.,直觉；直觉力,medium,CET6
invalid,/ɪnˈvælɪd/,adj.,无效的；n. 病人,medium,CET6
invaluable,/ɪnˈvæljuəbl/,adj.,无价的；非常宝贵的,medium,CET6
invariably,/ɪnˈveəriəbli/,adv.,始终如一地；总是,medium,CET6
inventory,/ˈɪnvəntri/,n.,存货；库存清单,medium,CET6
inverse,/ˌɪnˈvɜːs/,adj.,相反的；n. 反面,medium,CET6
irony,/ˈaɪrəni/,n.,讽刺；反语,medium,CET6
irrigate,/ˈɪrɪɡeɪt/,v.,灌溉,medium,CET6
irritate,/ˈɪrɪteɪt/,v.,激怒；刺激,medium,CET6
isolate,/ˈaɪsəleɪt/,v.,隔离；孤立,medium,CET6
jeopardize,/ˈdʒepədaɪz/,v.,危及；损害,medium,CET6
jerk,/dʒɜːk/,v.,猛拉；n. 急拉；蠢人,medium,CET6
junction,/ˈdʒʌŋkʃn/,n.,交汇处；连接点,medium,CET6
jury,/ˈdʒʊəri/,n.,陪审团；评委会,medium,CET6
justify,/ˈdʒʌstɪfaɪ/,v.,证明……正当；为……辩护,medium,CET6
kin,/kɪn/,n.,亲属；家族,medium,CET6
kit,/kɪt/,n.,成套工具；装备,medium,CET6
knit,/nɪt/,v.,编织；紧密结合,medium,CET6
lag,/læɡ/,v.,落后；n. 延迟,medium,CET6
lame,/leɪm/,adj.,跛的；站不住脚的,medium,CET6
latent,/ˈleɪtnt/,adj.,潜在的；潜伏的,medium,CET6
latitude,/ˈlætɪtjuːd/,n.,纬度；自由度,medium,CET6
legend,/ˈledʒənd/,n.,传奇；图例,medium,CET6
legislation,/ˌledʒɪsˈleɪʃn/,n.,立法；法规,medium,CET6
legitimate,/lɪˈdʒɪtɪmət/,adj.,合法的；正当的,medium,CET6
levy,/ˈlevi/,v.,征收；n. 征税,medium,CET6
liability,/ˌlaɪəˈbɪləti/,n.,责任；负债；不利因素,medium,CET6
likelihood,/ˈlaɪklihʊd/,n.,可能性,medium,CET6
limp,/lɪmp/,v.,跛行；adj. 无力的,medium,CET6
linger,/ˈlɪŋɡər/,v.,逗留；徘徊；持续,medium,CET6
literacy,/ˈlɪtərəsi/,n.,读写能力；素养,medium,CET6
literally,/ˈlɪtərəli/,adv.,字面上地；确实地,medium,CET6
livestock,/ˈlaɪvstɒk/,n.,牲畜；家畜,medium,CET6
locomotive,/ˌləʊkəˈməʊtɪv/,n.,机车；火车头,medium,CET6
lodge,/lɒdʒ/,v.,住宿；存放；n. 小屋,medium,CET6
lofty,/ˈlɒfti/,adj.,高耸的；崇高的,medium,CET6
longitude,/ˈlɒŋɡɪtjuːd/,n.,经度,medium,CET6
loom,/luːm/,v.,隐约出现；逼近；n. 织布机,medium,CET6
lounge,/laʊndʒ/,n.,休息室；v. 闲逛,medium,CET6
lubricate,/ˈluːbrɪkeɪt/,v.,润滑,medium,CET6
luminous,/ˈluːmɪnəs/,adj.,发光的；明亮的,medium,CET6
lung,/lʌŋ/,n.,肺,medium,CET6
magistrate,/ˈmædʒɪstreɪt/,n.,地方法官,medium,CET6
magnify,/ˈmæɡnɪfaɪ/,v.,放大；夸大,medium,CET6
manifest,/ˈmænɪfest/,adj.,明显的；v. 显示；证明,medium,CET6
manipulate,/məˈnɪpjuleɪt/,v.,操纵；控制；操作,medium,CET6
manuscript,/ˈmænjuskrɪpt/,n.,手稿；原稿,medium,CET6
marble,/ˈmɑːbl/,n.,大理石；弹珠,medium,CET6
marsh,/mɑːʃ/,n.,沼泽；湿地,medium,CET6
marvelous,/ˈmɑːvələs/,adj.,了不起的；非凡的,medium,CET6
masculine,/ˈmæskjəlɪn/,adj.,男性的；阳刚的,medium,CET6
massacre,/ˈmæsəkər/,n.,大屠杀；v. 屠杀,medium,CET6
massive,/ˈmæsɪv/,adj.,巨大的；大量的,medium,CET6
meadow,/ˈmedəʊ/,n.,草地；牧场,medium,CET6
mechanism,/ˈmekənɪzəm/,n.,机制；机械装置,medium,CET6
mediate,/ˈmiːdieɪt/,v.,调解；斡旋,medium,CET6
medieval,/ˌmediˈiːvl/,adj.,中世纪的,medium,CET6
melody,/ˈmelədi/,n.,旋律；曲调,medium,CET6
memorandum,/ˌmeməˈrændəm/,n.,备忘录,medium,CET6
menace,/ˈmenəs/,n.,威胁；危险人物；v. 威胁,medium,CET6
merge,/mɜːdʒ/,v.,合并；融合,medium,CET6
merit,/ˈmerɪt/,n.,优点；价值；v. 值得,medium,CET6
metallic,/məˈtælɪk/,adj.,金属的；金属般的,medium,CET6
metropolitan,/ˌmetrəˈpɒlɪtən/,adj.,大都市的,medium,CET6
midst,/mɪdst/,n.,中间；当中,medium,CET6
militant,/ˈmɪlɪtənt/,adj.,好战的；激进的,medium,CET6
millionaire,/ˌmɪljəˈneər/,n.,百万富翁,medium,CET6
mingle,/ˈmɪŋɡl/,v.,混合；交往,medium,CET6
miniature,/ˈmɪnətʃər/,adj.,微型的；n. 缩微模型,medium,CET6
minimize,/ˈmɪnɪmaɪz/,v.,使最小化；低估,medium,CET6
mischief,/ˈmɪstʃɪf/,n.,恶作剧；淘气,medium,CET6
misery,/ˈmɪzəri/,n.,痛苦；悲惨,medium,CET6
misfortune,/ˌmɪsˈfɔːtʃuːn/,n.,不幸；灾祸,medium,CET6
mobilize,/ˈməʊbəlaɪz/,v.,动员；调动,medium,CET6
mock,/mɒk/,v.,嘲笑；adj. 假的,medium,CET6
modify,/ˈmɒdɪfaɪ/,v.,修改；修饰,medium,CET6
module,/ˈmɒdjuːl/,n.,模块；单元,medium,CET6
momentum,/məˈmentəm/,n.,势头；动量,medium,CET6
monetary,/ˈmʌnɪtri/,adj.,货币的；金融的,medium,CET6
monopoly,/məˈnɒpəli/,n.,垄断；专卖权,medium,CET6
monster,/ˈmɒnstər/,n.,怪物；巨兽,medium,CET6
monument,/ˈmɒnjumənt/,n.,纪念碑；遗址,medium,CET6
mortal,/ˈmɔːtl/,adj.,致命的；终有一死的；n. 凡人,medium,CET6
mortgage,/ˈmɔːɡɪdʒ/,n.,抵押贷款；v. 抵押,medium,CET6
motionless,/ˈməʊʃnləs/,adj.,不动的；静止的,medium,CET6
motive,/ˈməʊtɪv/,n.,动机；目的,medium,CET6
mourn,/mɔːn/,v.,哀悼；悲痛,medium,CET6
muddy,/ˈmʌdi/,adj.,泥泞的；浑浊的,medium,CET6
multitude,/ˈmʌltɪtjuːd/,n.,大量；众多,medium,CET6
municipal,/mjuːˈnɪsɪpl/,adj.,市政的；地方政府的,medium,CET6
mutual,/ˈmjuːtʃuəl/,adj.,相互的；共同的,medium,CET6
naive,/naɪˈiːv/,adj.,天真的；幼稚的,medium,CET6
naked,/ˈneɪkɪd/,adj.,裸体的；裸露的；无掩饰的,medium,CET6
namely,/ˈneɪmli/,adv.,即；也就是,medium,CET6
narrative,/ˈnærətɪv/,n.,叙述；故事；adj. 叙事的,medium,CET6
nasty,/ˈnɑːsti/,adj.,令人厌恶的；恶劣的,medium,CET6
necessitate,/nəˈsesɪteɪt/,v.,使成为必要,medium,CET6
negligible,/ˈneɡlɪdʒəbl/,adj.,微不足道的；可忽略的,medium,CET6
nominate,/ˈnɒmɪneɪt/,v.,提名；任命,medium,CET6
norm,/nɔːm/,n.,规范；标准；常态,medium,CET6
notable,/ˈnəʊtəbl/,adj.,显著的；著名的,medium,CET6
notorious,/nəʊˈtɔːriəs/,adj.,臭名昭著的,medium,CET6
notwithstanding,/ˌnɒtwɪθˈstændɪŋ/,prep.,尽管；adv. 尽管如此,medium,CET6
